UniprotID,original_uid,uniprot_query_status,primary_accession,secondary_accessions,canonical_or_isoform,organism,sequence_length,afdb_primary_probe_status,afdb_secondary_probe_status,reviewed_accession_candidate,reviewed_accession_action,review_notes
Q9EVG9,Q9EVG9,,,,,,365,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVH4,Q9EVH4,,,,,,443,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVH6,Q9EVH6,,,,,,503,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVH7,Q9EVH7,,,,,,442,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVI3,Q9EVI3,,,,,,442,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVI4,Q9EVI4,,,,,,363,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVI6,Q9EVI6,,,,,,443,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVI8,Q9EVI8,,,,,,502,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9IAX2,Q9IAX2,,,,,,279,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9ICP7,Q9ICP7,,,,,,286,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9IG45,Q9IG45,,,,,,317,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9IKD2,Q9IKD2,,,,,,439,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9INI4,Q9INI4,,,,,,720,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9IR51,Q9IR51,,,,,,286,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9IV54,Q9IV54,,,,,,463,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9IZK2,Q9IZK2,,,,,,440,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9IZT2,Q9IZT2,,,,,,860,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9IZU7,Q9IZU7,,,,,,216,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J509,Q9J509,,,,,,292,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J523,Q9J523,,,,,,303,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J579,Q9J579,,,,,,235,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J584,Q9J584,,,,,,851,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J592,Q9J592,,,,,,166,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J5B1,Q9J5B1,,,,,,444,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J5C7,Q9J5C7,,,,,,94,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J5G5,Q9J5G5,,,,,,145,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9J5H2,Q9J5H2,,,,,,124,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JFA8,Q9JFA8,,,,,,844,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JFB7,Q9JFB7,,,,,,177,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JFC3,Q9JFC3,,,,,,676,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JFE5,Q9JFE5,,,,,,439,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JFM9,Q9JFM9,,,,,,119,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JH49,Q9JH49,,,,,,634,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JHC0,Q9JHC0,,,,,,190,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JLC3,Q9JLC3,,,,,,116,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JLT4,Q9JLT4,,,,,,524,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9JMH6,Q9JMH6,,,,,,613,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9KH33,Q9KH33,,,,,,498,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9L3Q5,Q9L3Q5,,,,,,203,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9L473,Q9L473,,,,,,367,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9L4E1,Q9L4E1,,,,,,347,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9MRR9,Q9MRR9,,,,,,498,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9MRV8,Q9MRV8,,,,,,498,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9MTE7,Q9MTE7,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9MTX9,Q9MTX9,,,,,,498,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9MU26,Q9MU26,,,,,,498,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9MU30,Q9MU30,,,,,,498,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9MU81,Q9MU81,,,,,,498,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9MYY8,Q9MYY8,,,,,,499,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9N272,Q9N272,,,,,,365,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9N290,Q9N290,,,,,,327,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9N2I8,Q9N2I8,,,,,,511,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9N2J2,Q9N2J2,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9NNW7,Q9NNW7,,,,,,524,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9NZV6,Q9NZV6,,,,,,116,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9P995,Q9P995,,,,,,483,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9P9L4,Q9P9L4,,,,,,458,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9P9M9,Q9P9M9,,,,,,419,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9P9N0,Q9P9N0,,,,,,419,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9PK73,Q9PK73,,,,,,394,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9PMF9,Q9PMF9,,,,,,340,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9PRZ0,Q9PRZ0,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9PZT0,Q9PZT0,,,,,,781,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9PZT1,Q9PZT1,,,,,,671,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Q8L4,Q9Q8L4,,,,,,632,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Q8N6,Q9Q8N6,,,,,,178,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Q8Q2,Q9Q8Q2,,,,,,678,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Q8Z2,Q9Q8Z2,,,,,,632,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Q927,Q9Q927,,,,,,678,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Q9G3,Q9Q9G3,,,,,,416,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9QAQ9,Q9QAQ9,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9QAR6,Q9QAR6,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9QB92,Q9QB92,,,,,,287,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9QB93,Q9QB93,,,,,,631,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9QNB1,Q9QNB1,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9QNF7,Q9QNF7,,,,,,376,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9QTF2,Q9QTF2,,,,,,312,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9R101,Q9R101,,,,,,763,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9R4G8,Q9R4G8,,,,,,438,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9RUP5,Q9RUP5,,,,,,244,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9S926,Q9S926,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9SEC2,Q9SEC2,,,,,,259,000,,,,AFDB v6 structure could not be fetched for the original UID.
Q9TWL9,Q9TWL9,,,,,,77,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9VKY8,Q9VKY8,,,,,,370,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9W683,Q9W683,,,,,,521,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9WBI3,Q9WBI3,,,,,,295,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9WIJ5,Q9WIJ5,,,,,,286,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9WIK0,Q9WIK0,,,,,,283,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9X448,Q9X448,,,,,,316,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9X6J5,Q9X6J5,,,,,,339,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9YUD3,Q9YUD3,,,,,,289,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9YW06,Q9YW06,,,,,,717,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9YW20,Q9YW20,,,,,,298,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9YW39,Q9YW39,,,,,,647,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9YYS0,Q9YYS0,,,,,,163,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Z034,Q9Z034,,,,,,283,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Z0D3,Q9Z0D3,,,,,,284,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Z0D4,Q9Z0D4,,,,,,282,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Z0D5,Q9Z0D5,,,,,,281,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Z0J5,Q9Z0J5,,,,,,526,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Z1Y9,Q9Z1Y9,,,,,,266,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9Z4Q7,Q9Z4Q7,,,,,,242,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9ZSQ4,Q9ZSQ4,,,,,,582,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9ZX92,Q9ZX92,,,,,,237,404,,,,AFDB v6 structure could not be fetched for the original UID.
R9WTS6,R9WTS6,,,,,,907,404,,,,AFDB v6 structure could not be fetched for the original UID.
